Code;Bahnhof_Haltestelle;Bezugsjahr;DTV;DWV;Eigner;Bemerkung;geopos;lod
FL;Flüelen;2016-01-01;1600;1600.0;SBB;;46.9017256462, 8.62429304308;http://lod.opentransportdata.swiss/didok/8505112
ETOY;Etoy;2016-01-01;1300;1600.0;CFF;;46.4751599503, 6.42713908598;http://lod.opentransportdata.swiss/didok/8501042
COP;Coppet;2016-01-01;6300;7500.0;CFF;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;46.3173801033, 6.18783276927;http://lod.opentransportdata.swiss/didok/8501023
CHV;Chavornay;2016-01-01;2000;2400.0;CFF;Ohne TRAVYS.;46.7100764779, 6.56816025319;http://lod.opentransportdata.swiss/didok/8501112
CORS;Corseaux-Cornalles;2016-01-01;110;130.0;CFF;;46.4704453244, 6.8247755489;http://lod.opentransportdata.swiss/didok/8504040
CTM;Courtemaîche;2016-01-01;100;120.0;CFF;;47.4558625333, 7.05537172567;http://lod.opentransportdata.swiss/didok/8500127
CN;Corcelles-Nord;2016-01-01;190;230.0;CFF;;46.8352524718, 6.96028758905;http://lod.opentransportdata.swiss/didok/8504123
CD;Cadenazzo;2016-01-01;1600;1900.0;FFS;;46.1526250436, 8.94168850732;http://lod.opentransportdata.swiss/didok/8505404
CO;Cortébert;2016-01-01;160;180.0;CFF;;47.1893284366, 7.10729623806;http://lod.opentransportdata.swiss/didok/8504306
CHA;Chamoson;2016-01-01;180;220.0;CFF;;46.1888353853, 7.2410985744;http://lod.opentransportdata.swiss/didok/8501504
COT;Cottens;2016-01-01;460;600.0;CFF;;46.7512079019, 7.03479684592;http://lod.opentransportdata.swiss/didok/8504026
CL;Clarens;2016-01-01;2100;2400.0;CFF;;46.442731817, 6.895777987;http://lod.opentransportdata.swiss/didok/8501203
WIN;Winkel am Zürichsee;2014-01-01;1300;1500.0;SBB;;47.29720073, 8.59897547971;http://lod.opentransportdata.swiss/didok/8503111
ZAS;Zürich Altstetten;2014-01-01;32100;39900.0;SBB;;47.3914808361, 8.4889402654;http://lod.opentransportdata.swiss/didok/8503001
ZFH;Zürich Flughafen;2014-01-01;43700;46600.0;SBB;;47.4503820775, 8.56238666028;http://lod.opentransportdata.swiss/didok/8503016
KMUE;Zug Chollermüli;2014-01-01;600;690.0;SBB;;47.1804713352, 8.48576089261;http://lod.opentransportdata.swiss/didok/8502230
ZGPP;Zug Postplatz;2014-01-01;160;190.0;SBB;;47.168273486, 8.51691604796;http://lod.opentransportdata.swiss/didok/8502300
WIT;Wittenbach;2014-01-01;1100;1300.0;SOB;;47.4628476165, 9.38853751225;http://lod.opentransportdata.swiss/didok/8506393
W;Winterthur;2014-01-01;91500;105200.0;SBB;;47.5003335301, 8.72379907332;http://lod.opentransportdata.swiss/didok/8506000
WF;Weinfelden;2014-01-01;15500;17700.0;SBB;;47.5662241626, 9.10634628137;http://lod.opentransportdata.swiss/didok/8506105
ZGCA;Zug Casino;2014-01-01;150;180.0;SBB;;47.1623165875, 8.515186942;http://lod.opentransportdata.swiss/didok/8517527
ZK;Zollikon;2014-01-01;1100;1300.0;SBB;;47.3373317337, 8.569717612;http://lod.opentransportdata.swiss/didok/8503100
DAG;Dagmersellen;2016-01-01;950;1100.0;SBB;;47.2175519872, 7.97901545049;http://lod.opentransportdata.swiss/didok/8502004
ECU;Ecublens-Rue;2016-01-01;80;90.0;CFF;;46.6104179611, 6.81105588343;http://lod.opentransportdata.swiss/didok/8504018
EBR;Emmenbrücke;2016-01-01;3700;4200.0;SBB;;47.0705979582, 8.28255105833;http://lod.opentransportdata.swiss/didok/8502021
DMT;Delémont;2016-01-01;7500;8600.0;CFF;;47.3620006555, 7.35005384248;http://lod.opentransportdata.swiss/didok/8500109
CRNE;Cressier NE;2016-01-01;380;460.0;CFF;;47.0519392278, 7.0395268329;http://lod.opentransportdata.swiss/didok/8504224
DOM;Domdidier;2016-01-01;380;460.0;CFF;;46.8685046705, 7.01138032832;http://lod.opentransportdata.swiss/didok/8504125
EIS;Einsiedeln;2016-01-01;3200;3400.0;SOB;;47.1285821379, 8.74446828516;http://lod.opentransportdata.swiss/didok/8503283
EG;Egerkingen;2016-01-01;1200;1400.0;SBB;;47.3148575546, 7.79894973749;http://lod.opentransportdata.swiss/didok/8500214
DG;Degersheim;2016-01-01;1300;1500.0;SOB;;47.3724767308, 9.20028142402;http://lod.opentransportdata.swiss/didok/8506292
DI;Dielsdorf;2016-01-01;2500;2900.0;SBB;;47.4824133475, 8.45942183431;http://lod.opentransportdata.swiss/didok/8503315
GEAP;Genève-Aéroport;2016-01-01;16600;17300.0;CFF;;46.2325293452, 6.11198571992;http://lod.opentransportdata.swiss/didok/8501026
GER;Gerra (Gambarogno);2016-01-01;50;50.0;FFS;;46.1220435171, 8.784962426;http://lod.opentransportdata.swiss/didok/8505410
GRA;Grandgourt;2016-01-01;50;50.0;CFF;;47.4699139104, 7.0480940862;http://lod.opentransportdata.swiss/didok/8500143
GF;Glattfelden;2016-01-01;1000;1200.0;SBB;;47.5485571928, 8.52403632788;http://lod.opentransportdata.swiss/didok/8503401
GI;Giswil;2016-01-01;960;1000.0;ZB;;46.8365341912, 8.18630914667;http://lod.opentransportdata.swiss/didok/8508312
URDW;Urdorf Weihermatt;2016-01-01;2000;2300.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.3809708849, 8.43033031194;http://lod.opentransportdata.swiss/didok/8502229
VSX;Versoix;2016-01-01;2800;3400.0;CFF;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;46.2797158332, 6.16574632626;http://lod.opentransportdata.swiss/didok/8501022
URD;Urdorf;2016-01-01;2200;2600.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.3908815923, 8.43471362358;http://lod.opentransportdata.swiss/didok/8502220
TOA;Tobel-Affeltrangen;2016-01-01;250;290.0;THURBO;;47.5212973847, 9.03368895274;http://lod.opentransportdata.swiss/didok/8506183
TRIB;Triboltingen;2016-01-01;80;90.0;SBB;;47.6629006458, 9.10874984287;http://lod.opentransportdata.swiss/didok/8506118
VAU;Vaumarcus;2016-01-01;50;50.0;CFF;;46.8776352286, 6.75758253853;http://lod.opentransportdata.swiss/didok/8504204
VIO;Vionnaz;2016-01-01;120;140.0;CFF;;46.3150242286, 6.91620575308;http://lod.opentransportdata.swiss/didok/8501423
UZW;Uzwil;2016-01-01;4900;5800.0;SBB;;47.4364421946, 9.13097170762;http://lod.opentransportdata.swiss/didok/8506208
TWN;Twann;2016-01-01;490;480.0;SBB;;47.0936555927, 7.15649171643;http://lod.opentransportdata.swiss/didok/8504228
TREY;Trey;2016-01-01;50;50.0;CFF;;;
ZSTH;Zürich Stadelhofen;2016-01-01;71200;83300.0;SBB;Ohne FB.;47.3666105569, 8.54846647022;http://lod.opentransportdata.swiss/didok/8503003
WILA;Wila;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4177702961, 8.84846779076;http://lod.opentransportdata.swiss/didok/8506008
ZTB;Zürich Tiefenbrunnen;2016-01-01;4400;5000.0;SBB;;47.3501235091, 8.56137239898;http://lod.opentransportdata.swiss/didok/8503004
WBOL;Wangen bei Olten;2016-01-01;850;1000.0;SBB;;47.3413970205, 7.86834787109;http://lod.opentransportdata.swiss/didok/8500216
WSEE;Winterthur Seen;2016-01-01;3000;3500.0;SBB;;47.4874349418, 8.76678904042;http://lod.opentransportdata.swiss/didok/8506002
WAL;Walenstadt;2016-01-01;1500;1600.0;SBB;;47.1198710093, 9.31297181278;http://lod.opentransportdata.swiss/didok/8509414
WIT;Wittenbach;2016-01-01;1200;1400.0;SOB;;47.4628476165, 9.38853751225;http://lod.opentransportdata.swiss/didok/8506393
BIGG;Biberegg;2016-01-01;50;50.0;SOB;;47.0933123123, 8.66913007113;http://lod.opentransportdata.swiss/didok/8503290
BLG;Baldegg;2016-01-01;250;280.0;SBB;;47.1856838433, 8.28020982028;http://lod.opentransportdata.swiss/didok/8502025
BIL;Bilten;2016-01-01;240;270.0;SBB;;47.1521909901, 9.02990001736;http://lod.opentransportdata.swiss/didok/8503224
GSAG;Emmenbrücke Gersag;2016-01-01;3300;3700.0;SBB;;47.0783132004, 8.27679952708;http://lod.opentransportdata.swiss/didok/8502028
EST;Estavayer-le-Lac;2016-01-01;1300;1600.0;CFF;;46.8444961926, 6.84295890069;http://lod.opentransportdata.swiss/didok/8504132
FRBS;Freienbach SOB;2016-01-01;330;390.0;SOB;;47.2042033855, 8.75938335638;http://lod.opentransportdata.swiss/didok/8503289
FET;Fehraltorf;2016-01-01;3100;3800.0;SBB;;47.3851215525, 8.75026509676;http://lod.opentransportdata.swiss/didok/8503302
EV;Evionnaz;2016-01-01;300;380.0;CFF;;46.1692425762, 7.02552647988;http://lod.opentransportdata.swiss/didok/8501404
EPS;Epesses;2016-01-01;140;120.0;CFF;;46.4893183671, 6.74516355201;http://lod.opentransportdata.swiss/didok/8501125
EBG;Engelberg;2016-01-01;1900;1700.0;ZB;;46.8195231702, 8.40264298232;http://lod.opentransportdata.swiss/didok/8508399
FG;Faoug;2016-01-01;140;150.0;CFF;;46.9082315978, 7.07459265792;http://lod.opentransportdata.swiss/didok/8504127
FLA;Flawil;2016-01-01;3400;4000.0;SBB;;47.4151898192, 9.1897661689;http://lod.opentransportdata.swiss/didok/8506209
WWUE;Winterthur Wülflingen;2014-01-01;510;610.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.5064325739, 8.68090851224;http://lod.opentransportdata.swiss/didok/8506043
AF;Affoltern am Albis;2016-01-01;6900;8100.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.276064074, 8.44658239143;http://lod.opentransportdata.swiss/didok/8502224
AAT;Aathal;2016-01-01;690;750.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.3359563788, 8.76561022548;http://lod.opentransportdata.swiss/didok/8503124
YV;Yverdon-les-Bains;2014-01-01;13000;15100.0;CFF;Ohne TRAVYS.;46.781876671, 6.64114576153;http://lod.opentransportdata.swiss/didok/8504200
AIG;Aigle;2016-01-01;7600;8400.0;CFF;Ohne TPC.;46.3168441199, 6.9636800936;http://lod.opentransportdata.swiss/didok/8501400
CHP;Yverdon-Champ Pittet;2014-01-01;110;140.0;CFF;;46.7821397658, 6.66231740717;http://lod.opentransportdata.swiss/didok/8504144
ZWOL;Zürich Wollishofen;2014-01-01;2400;2700.0;SBB;;47.3474399219, 8.53358828018;http://lod.opentransportdata.swiss/didok/8503009
ABO;Aarburg-Oftringen;2016-01-01;2300;2700.0;SBB;;47.3202667174, 7.90820373354;http://lod.opentransportdata.swiss/didok/8502000
AP;Ambri-Piotta;2016-01-01;50;50.0;FFS;;46.510616719, 8.69015147937;http://lod.opentransportdata.swiss/didok/8505202
WOL;Wollerau;2014-01-01;600;680.0;SOB;;47.1954349225, 8.7249971721;http://lod.opentransportdata.swiss/didok/8503288
SLG;Sulgen;2014-01-01;1200;1400.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.5387993681, 9.18367857671;http://lod.opentransportdata.swiss/didok/8506217
SKY;Sennhof-Kyburg;2014-01-01;560;630.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4651737084, 8.76033034905;http://lod.opentransportdata.swiss/didok/8506003
SCHN;Schlattingen;2014-01-01;240;270.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6666263051, 8.77041438581;http://lod.opentransportdata.swiss/didok/8503429
TA;Tavannes;2014-01-01;1300;1600.0;CFF;Ohne CJ.;47.2198385551, 7.20163489763;http://lod.opentransportdata.swiss/didok/8500100
SGWI;St. Gallen Winkeln;2014-01-01;1100;1300.0;SBB;;47.4039256735, 9.30083970711;http://lod.opentransportdata.swiss/didok/8506300
SCME;Schmerikon;2014-01-01;1500;1600.0;SBB;;47.2251558732, 8.94336741805;http://lod.opentransportdata.swiss/didok/8503115
SU;St-Ursanne;2014-01-01;400;420.0;CFF;;47.3676921488, 7.16594419056;http://lod.opentransportdata.swiss/didok/8500124
STN;Steinen;2014-01-01;620;710.0;SBB;;47.0476633004, 8.60743525261;http://lod.opentransportdata.swiss/didok/8505005
TAN;Tannay;2014-01-01;410;500.0;CFF;;46.3076341414, 6.18112481111;http://lod.opentransportdata.swiss/didok/8501015
STAN;Stans;2014-01-01;4900;5500.0;ZB;;46.9583210245, 8.36674143144;http://lod.opentransportdata.swiss/didok/8508391
DA;Dachsen;2016-01-01;840;930.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.6670843791, 8.61379705884;http://lod.opentransportdata.swiss/didok/8506049
DSH;Diessenhofen;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6854695764, 8.75227980348;http://lod.opentransportdata.swiss/didok/8503428
EK;Ebnat-Kappel;2016-01-01;;;SOB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.2636596831, 9.12097543526;http://lod.opentransportdata.swiss/didok/8506297
CR;Croy-Romainmôtier;2016-01-01;390;460.0;CFF;;46.6967038907, 6.47811907461;http://lod.opentransportdata.swiss/didok/8501106
DOP;Dompierre;2016-01-01;70;90.0;CFF;;46.8543983208, 6.98535899591;http://lod.opentransportdata.swiss/didok/8504124
EF;Effretikon;2016-01-01;16200;19100.0;SBB;;47.4258103324, 8.68666226267;http://lod.opentransportdata.swiss/didok/8503305
DAL;Dallenwil;2016-01-01;570;610.0;ZB;;46.9337794802, 8.39205809023;http://lod.opentransportdata.swiss/didok/8508392
DN;Deitingen;2016-01-01;560;650.0;SBB;;47.218217892, 7.61889907416;http://lod.opentransportdata.swiss/didok/8500209
EBLI;Ebligen;2016-01-01;50;50.0;ZB;;46.7526220004, 7.99002753483;http://lod.opentransportdata.swiss/didok/8508304
EBI;Ebikon;2016-01-01;1500;1800.0;SBB;;47.08425714, 8.34234535321;http://lod.opentransportdata.swiss/didok/8502200
URDW;Urdorf Weihermatt;2014-01-01;2200;2500.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.3809708849, 8.43033031194;http://lod.opentransportdata.swiss/didok/8502229
TU;Turbenthal;2014-01-01;1200;1400.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.437383413, 8.84380329191;http://lod.opentransportdata.swiss/didok/8506007
WHE;Winterthur Hegi;2014-01-01;490;570.0;SBB;;47.5015644748, 8.76930571536;http://lod.opentransportdata.swiss/didok/8516218
VAL;Vallorbe;2014-01-01;830;990.0;CFF;;46.7123977825, 6.37056465514;http://lod.opentransportdata.swiss/didok/8501103
WE;Wettingen;2014-01-01;4400;5400.0;SBB;;47.4596367944, 8.3159863528;http://lod.opentransportdata.swiss/didok/8503505
VIO;Vionnaz;2014-01-01;100;120.0;CFF;;46.3150242286, 6.91620575308;http://lod.opentransportdata.swiss/didok/8501423
COI;Vernier;2014-01-01;530;680.0;CFF;;46.2207092326, 6.09389439216;http://lod.opentransportdata.swiss/didok/8501007
VOU;Vouvry;2014-01-01;370;480.0;CFF;;46.3372911702, 6.89757423459;http://lod.opentransportdata.swiss/didok/8501424
WI;Wildegg;2014-01-01;1300;1600.0;SBB;;47.4152733765, 8.16299733569;http://lod.opentransportdata.swiss/didok/8502115
WAU;Wauwil;2014-01-01;840;960.0;SBB;;47.1838514118, 8.0190083583;http://lod.opentransportdata.swiss/didok/8502006
ROM;Romont;2014-01-01;2800;3300.0;CFF;Ohne TPF.;46.6935017507, 6.91181476775;http://lod.opentransportdata.swiss/didok/8504023
RBGD;Rothenburg Dorf;2014-01-01;1100;1100.0;SBB;;47.0909062076, 8.27317678808;http://lod.opentransportdata.swiss/didok/8502012
RUES;Rüschlikon;2014-01-01;2500;3000.0;SBB;;47.3071323847, 8.55515146936;http://lod.opentransportdata.swiss/didok/8503201
SAM;Samstagern;2014-01-01;980;1100.0;SOB;;47.1915464207, 8.68597267489;http://lod.opentransportdata.swiss/didok/8503286
RH;Romanshorn;2014-01-01;10600;11500.0;SBB;;47.5655269844, 9.37936259732;http://lod.opentransportdata.swiss/didok/8506121
RU;Rupperswil;2014-01-01;1900;2400.0;SBB;;47.4032880043, 8.12694494762;http://lod.opentransportdata.swiss/didok/8502114
SCAE;Schänis;2014-01-01;490;570.0;SBB;;47.1576544109, 9.04396432715;http://lod.opentransportdata.swiss/didok/8503119
RUEM;Rümlang;2014-01-01;3400;4000.0;SBB;;47.4540663116, 8.53274503651;http://lod.opentransportdata.swiss/didok/8503311
SAL;Salgesch;2014-01-01;280;310.0;SBB;;46.3094470378, 7.57900756181;http://lod.opentransportdata.swiss/didok/8501600
SY;Satigny;2014-01-01;1400;1700.0;CFF;;46.2142202175, 6.0375091428;http://lod.opentransportdata.swiss/didok/8501003
CHF;Châteauneuf-Conthey;2016-01-01;750;940.0;CFF;;46.2161054868, 7.30510604689;http://lod.opentransportdata.swiss/didok/8501510
CHAA;Cham Alpenblick;2016-01-01;1400;1600.0;SBB;;47.1822828869, 8.47144117681;http://lod.opentransportdata.swiss/didok/8515995
CHX;Chexbres-Village;2016-01-01;600;660.0;CFF;;46.4810524899, 6.77854229136;http://lod.opentransportdata.swiss/didok/8504013
CDM;Champ-du-Moulin;2016-01-01;60;50.0;CFF;;46.95990299, 6.77498412319;http://lod.opentransportdata.swiss/didok/8504217
CS;Corcelles-Sud;2016-01-01;310;380.0;CFF;;46.8288436102, 6.9571860007;http://lod.opentransportdata.swiss/didok/8504135
CORM;Cormoret;2016-01-01;60;60.0;CFF;;47.1729358067, 7.05412061848;http://lod.opentransportdata.swiss/didok/8504308
CG;Courgenay;2016-01-01;590;650.0;CFF;;47.4052177358, 7.12419139803;http://lod.opentransportdata.swiss/didok/8500125
COUS;Cousset;2016-01-01;200;240.0;CFF;;46.8186006837, 6.97748421108;http://lod.opentransportdata.swiss/didok/8504136
CHS;Cheyres;2016-01-01;310;360.0;CFF;;46.8169390093, 6.78639389651;http://lod.opentransportdata.swiss/didok/8504131
CC;Concise;2016-01-01;50;50.0;CFF;;46.8508695027, 6.72316155773;http://lod.opentransportdata.swiss/didok/8504203
BRIT;Brittnau-Wikon;2016-01-01;170;190.0;SBB;;47.2626629521, 7.95702232358;http://lod.opentransportdata.swiss/didok/8502002
BOSS;Bossière;2016-01-01;230;270.0;CFF;;46.5097374876, 6.69932418234;http://lod.opentransportdata.swiss/didok/8504003
BRZW;Brienz West;2016-01-01;130;130.0;ZB;;46.7573112501, 8.02036390102;http://lod.opentransportdata.swiss/didok/8508329
BOU;Bouveret;2016-01-01;430;490.0;CFF;;46.3858098753, 6.85324188489;http://lod.opentransportdata.swiss/didok/8501426
BRW;Brienzwiler;2016-01-01;90;90.0;ZB;;46.7456512146, 8.09063028835;http://lod.opentransportdata.swiss/didok/8508306
BURI;Burier;2016-01-01;1300;1700.0;CFF;;46.4478763825, 6.87711567196;http://lod.opentransportdata.swiss/didok/8501202
BUE;Bülach;2016-01-01;14100;16500.0;SBB;;47.5239413008, 8.53618858988;http://lod.opentransportdata.swiss/didok/8503400
BRU;Brunnen;2016-01-01;2600;2800.0;SBB;;46.9991749288, 8.61004816648;http://lod.opentransportdata.swiss/didok/8505007
BOLE;Bôle;2016-01-01;310;360.0;CFF;;46.9689572835, 6.83768561375;http://lod.opentransportdata.swiss/didok/8504218
CHAM;Cham;2016-01-01;5200;6100.0;SBB;;47.1782423661, 8.45748408001;http://lod.opentransportdata.swiss/didok/8502203
GSK;Gisikon-Root;2016-01-01;1100;1300.0;SBB;;47.1213263146, 8.39477668629;http://lod.opentransportdata.swiss/didok/8502201
ZAS;Zürich Altstetten;2016-01-01;34500;42900.0;SBB;;47.3914808361, 8.4889402654;http://lod.opentransportdata.swiss/didok/8503001
ZWIP;Zürich Wipkingen;2016-01-01;2100;2400.0;SBB;;47.3930313233, 8.52935905447;http://lod.opentransportdata.swiss/didok/8503015
ZAF;Zürich Affoltern;2016-01-01;3800;4200.0;SBB;;47.4209123371, 8.5085656936;http://lod.opentransportdata.swiss/didok/8503008
ZOER;Zürich Oerlikon;2016-01-01;72400;85700.0;SBB;;47.4115288802, 8.54411523121;http://lod.opentransportdata.swiss/didok/8503006
ZGO;Zug Oberwil;2016-01-01;250;280.0;SBB;;47.147675872, 8.50992153777;http://lod.opentransportdata.swiss/didok/8502231
ZWG;Zwingen;2016-01-01;2400;2800.0;SBB;;47.4337913284, 7.53045708322;http://lod.opentransportdata.swiss/didok/8500114
RS;Rorschach;2014-01-01;5000;5200.0;SBB;;47.4779984016, 9.50513168035;http://lod.opentransportdata.swiss/didok/8506311
AW;Amriswil;2016-01-01;3000;3400.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.5504471564, 9.30221759023;http://lod.opentransportdata.swiss/didok/8506109
BD;Baden;2016-01-01;32700;37900.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.476420225, 8.3076927631;http://lod.opentransportdata.swiss/didok/8503504
AST;Alpnachstad;2016-01-01;500;480.0;ZB;Ohne PB.;46.9550392879, 8.2778329759;http://lod.opentransportdata.swiss/didok/8508317
ALT;Altstätten SG;2016-01-01;2300;2600.0;SBB;;47.3742291734, 9.55651096481;http://lod.opentransportdata.swiss/didok/8506319
ALTD;Altendorf;2016-01-01;780;910.0;SBB;;47.193966384, 8.82288898291;http://lod.opentransportdata.swiss/didok/8503211
ARD;Ardon;2016-01-01;470;580.0;CFF;;46.2085842921, 7.27094418819;http://lod.opentransportdata.swiss/didok/8501505
AUSG;Au SG;2016-01-01;320;360.0;SBB;;47.4361134139, 9.64124454757;http://lod.opentransportdata.swiss/didok/8506316
ARB;Arbon;2016-01-01;1500;1700.0;SBB;;47.5105854479, 9.43333858591;http://lod.opentransportdata.swiss/didok/8506308
AL;Altdorf;2016-01-01;410;450.0;SBB;;46.8757407268, 8.63156572016;http://lod.opentransportdata.swiss/didok/8505113
AU;Au ZH;2016-01-01;1000;1200.0;SBB;;47.2468165268, 8.6437080619;http://lod.opentransportdata.swiss/didok/8503205
STKT;St. Katharinental;2014-01-01;190;220.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6875587749, 8.73201759728;http://lod.opentransportdata.swiss/didok/8506148
STR;Stein am Rhein;2014-01-01;2200;2400.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.656108874, 8.85500693112;http://lod.opentransportdata.swiss/didok/8506139
STK;Steckborn;2014-01-01;910;1000.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6645058687, 8.98100858061;http://lod.opentransportdata.swiss/didok/8506136
TAV;Taverne-Torricella;2014-01-01;770;940.0;FFS;;46.0566859524, 8.93032466625;http://lod.opentransportdata.swiss/didok/8505218
SGBR;St. Gallen Bruggen;2014-01-01;250;280.0;SBB;;47.4072003987, 9.32964579651;http://lod.opentransportdata.swiss/didok/8506301
STS;Stein-Säckingen;2014-01-01;3100;3800.0;SBB;;47.5415967349, 7.94882272396;http://lod.opentransportdata.swiss/didok/8500320
SMG;St. Margrethen;2014-01-01;2600;2800.0;SBB;;47.4532118157, 9.63825154068;http://lod.opentransportdata.swiss/didok/8506314
STBG;Steinerberg;2014-01-01;160;200.0;SOB;;47.0522049677, 8.58526355585;http://lod.opentransportdata.swiss/didok/8503280
STI;St-Imier;2014-01-01;1800;2200.0;CFF;;47.151698154, 7.00121493749;http://lod.opentransportdata.swiss/didok/8504310
SS;Sursee;2014-01-01;11300;13100.0;SBB;;47.1707889132, 8.09787795205;http://lod.opentransportdata.swiss/didok/8502007
SIT;Sitterdorf;2014-01-01;140;160.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5052217763, 9.24898518569;http://lod.opentransportdata.swiss/didok/8506214
SO;Solothurn;2014-01-01;15200;17500.0;SBB;Ohne ASM und RBS.;47.2041807751, 7.54268420304;http://lod.opentransportdata.swiss/didok/8500207
SCHO;Schöfflisdorf-Oberweningen;2014-01-01;1100;1300.0;SBB;;47.4979704691, 8.41179388261;http://lod.opentransportdata.swiss/didok/8503317
SEM;Sempach-Neuenkirch;2014-01-01;1900;2100.0;SBB;;47.1160520887, 8.19596739854;http://lod.opentransportdata.swiss/didok/8502009
STER;St. Erhard-Knutwil;2014-01-01;120;120.0;SBB;;47.1800770071, 8.07456185019;http://lod.opentransportdata.swiss/didok/8502010
SG;St. Gallen;2014-01-01;47100;52900.0;SBB;;47.4231790668, 9.36987712043;http://lod.opentransportdata.swiss/didok/8506302
SIS;Sissach;2014-01-01;7700;8700.0;SBB;;47.4627456535, 7.81201832437;http://lod.opentransportdata.swiss/didok/8500026
SEV;Sevelen;2014-01-01;220;240.0;SBB;;47.1253714782, 9.49382469899;http://lod.opentransportdata.swiss/didok/8509406
SA;Sargans;2014-01-01;11300;12100.0;SBB;;47.0453635269, 9.44539562754;http://lod.opentransportdata.swiss/didok/8509411
SE;Seon;2014-01-01;650;750.0;SBB;;47.3461400227, 8.15878995065;http://lod.opentransportdata.swiss/didok/8502030
WIL;Wil;2014-01-01;19800;22400.0;SBB;Inklusive FW.;47.4624092373, 9.04098327921;http://lod.opentransportdata.swiss/didok/8506206
WTOE;Winterthur Töss;2014-01-01;630;720.0;SBB;;47.4898075094, 8.70929159585;http://lod.opentransportdata.swiss/didok/8506044
WSEE;Winterthur Seen;2014-01-01;2900;3400.0;SBB;;47.4874349418, 8.76678904042;http://lod.opentransportdata.swiss/didok/8506002
ZGSE;Zug Schutzengel;2014-01-01;1000;1100.0;SBB;;47.1737252745, 8.50722421468;http://lod.opentransportdata.swiss/didok/8516187
ZB;Ziegelbrücke;2014-01-01;8500;9100.0;SBB;;47.1361516592, 9.06003718984;http://lod.opentransportdata.swiss/didok/8503225
WD;Wiesendangen;2014-01-01;760;880.0;SBB;;47.5255401974, 8.77601496118;http://lod.opentransportdata.swiss/didok/8506017
ZEN;Zürich Enge;2014-01-01;13000;16500.0;SBB;;47.3640983597, 8.53080595476;http://lod.opentransportdata.swiss/didok/8503010
WCHW;Walchwil;2014-01-01;570;670.0;SBB;;47.0986827694, 8.51692521124;http://lod.opentransportdata.swiss/didok/8502205
ZF;Zofingen;2014-01-01;8800;10300.0;SBB;;47.2880447598, 7.94309735295;http://lod.opentransportdata.swiss/didok/8502001
WY;Wynigen;2014-01-01;760;850.0;SBB;;47.1051648822, 7.66349632611;http://lod.opentransportdata.swiss/didok/8508006
